team,logo,color,n,sum_land,sum_water,sum_total,geometry
Abilene Christian,https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png,#4e2683,1,915.535975959132,3.768475597722,919.304451556854,"list(list(c(-100.146543, -99.656569, -99.629579, -99.631413, -99.713971, -100.151911, -100.146543, 32.522793, 32.52064, 32.514657, 32.081274, 32.082089, 32.082638, 32.522793)))"
Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,#690014,189,114172.74760611329,4716.073736657942,118888.82134277123,"list(list(c(-85.416548, -85.38473, -85.389240033232, -85.425956, -85.487764, -85.571907, -85.601178, -85.69681, -85.811219, -85.996102593976, -85.999937, -86.089963, -86.222561, -86.3973796065024, -86.412076, -86.632953, -86.8003513519659, -86.850625, -86.9192047498008, -87.155392, -87.2297658113648, -87.267827, -87.319518, -87.419859, -87.518324, -87.656888, -87.818867, -87.893201, -87.806466, -87.796717, -87.865017, -87.914136, -87.933355, -87.901711, -87.914956, -87.93107, -88.008396, -88.061998, 
-88.064898, -88.081617, -88.103768, -88.105699, -88.136173, -88.195664, -88.257764, -88.311608, -88.364022, -88.395023, -88.409927, -88.446495, -88.471875, -88.522494, -88.581929, -88.613006, -88.66382, -88.700587, -88.746945, -88.8003435152035, -88.818762, -88.89393, -88.884533, -88.884534, -88.885038, -89.137967, -89.340806, -89.34072, -89.34895, -89.347863, -89.451073, -89.451616, -89.586819, -89.586919, -89.755614, -89.755103, -89.974586, -90.122565, -90.107491, -90.230331, -90.718297, -90.728622, 
-90.705175, -90.636162, -90.553821, -90.553904, -90.654589, -90.655527, -90.720102, -90.728344, -90.860566, -90.861364, -90.963381, -90.964043, -91.0487604277637, -91.049312, -91.0552931049499, -91.133713, -91.457643, -91.445299, -91.396964, -91.398255, -91.344845, -91.30938, -91.2645640502205, -91.4359310803318, -91.4603917718319, -91.45737, -91.453438, -91.34954, -91.35081, -91.24576, -91.2056449859479, -91.215671, -90.763509, -90.763773, -90.716277, -90.555211, -90.555549, -90.453233, -90.451643, 
-90.182584, -90.185599, -90.294502, -90.299057, -90.239603, -90.136787, -90.136491, -89.926294, -89.926099, -89.769296, -89.76905, -89.507353, -89.509748, -89.245485, -89.246339, -88.92887, -88.824966, -88.789442, -88.736465, -88.73544, -88.717916, -88.718508, -88.365472, -88.3635302685392, -88.3804925115221, -88.374926, -88.362572, -88.360829, -88.258409, -88.241677, -88.247243, -88.243057, -88.190465, -88.179177, -88.177859, -88.051772, -87.970738, -87.96274, -87.925835, -88.02239, -87.919043, 
-87.949603, -87.944295, -87.98074, -87.99092, -88.061428, -88.0533508007759, -88.050466, -88.033802, -88.055738, -88.070532, -88.080126, -88.110831, -88.129944, -88.157347, -88.189389, -88.240371, -88.209221, -88.231145, -88.193519, -88.21898, -88.318134, -88.358436, -88.281667, -88.157061, -88.062294, -88.0662503200971, -88.015572, -87.932952, -87.929999, -87.847694, -87.801046, -87.813413, -87.593575, -87.497112, -87.375145, -87.328543, -87.295965, -87.210958, -87.099803, -87.136983, -87.07133, 
-86.985957, -86.98267, -86.899268, -86.924273, -86.894067, -86.941391, -86.84535, -86.674462, -86.611586, -86.655888, -86.75134, -86.7632909641085, -86.606394, -86.5620676518653, -86.693292, -86.754795, -86.639095, -86.594286, -86.556865, -86.515589, -86.546884, -86.618892, -86.613328, -86.686193, -86.639436, -86.543116, -86.402726, -86.34194, -86.245165, -86.234575, -86.25759, -86.279905, -86.261489, -86.158018, -86.02704, -85.913593, -85.873025, -85.863319, -85.8639461118069, -85.605165, -85.595165, 
-85.5828123337853, -85.561424, -85.5344052578154, -85.526894818161, -85.5130442292733, -85.502471, -85.4751472811043, -85.4631408247758, -85.429499, -85.4210731752288, -85.398871, -85.3866705737728, -85.360532, -85.3381162999059, -85.314048, -85.3049438332249, -85.2943468643453, -85.2365953712528, -85.232441, -85.593177, -85.653654, -85.974715, -86.00917, -86.013491, -86.007187, -85.87986, -85.886148, -85.852625, -86.023012, -85.991283, -85.919293, -85.898689, -85.898539, -85.856218, -85.433543, 
-85.427441, -85.410241, -85.257834, -85.185067, -85.0514111279128, -85.047063, -85.058749, -84.997765, -84.930127, -84.9199421479259, -84.832962, -84.799348, -84.65892, -84.649319, -84.527117, -84.431214, -84.430218, -84.183569, -84.181657, -84.134736, -84.0276, -84.033494, -83.961278, -83.609663, -83.608547, -83.361113, -83.337313, -83.295206, -83.292061, -83.205739, -82.942066, -82.934566, -82.927865, -82.887657, -82.723088, -82.645659, -82.594757, -82.543655, -82.480224, -82.483131, -82.431531, 
-82.431362, -82.520251, -82.550714, -82.52142, -82.521393, -82.627342, -82.836633, -82.836366, -82.86309, -82.995698, -82.99836, -83.058807, -83.118578, -83.145587, -83.338728, -83.369514, -83.370888, -83.434492, -83.460644, -83.512607, -83.509961, -83.574857, -83.573959, -83.736158, -84.003876, -84.003627, -84.116644, -84.119058, -84.075958, -84.0837530823, -84.124993, -84.2855145090395, -84.378384, -84.405454, -84.519796, -84.646408, -84.715144, -84.713351, -84.670364, -84.591048, -84.54445, -85.007561, 
-85.025439, -85.053109, -85.039355, -85.109401, -85.2284251330731, -85.259719, -85.352615, -85.40283, -85.416548, 29.842628, 29.920949, 29.9241148626037, 29.949888, 29.961227, 30.02644, 30.056342, 30.09689, 30.17832, 30.2689013812091, 30.27078, 30.303569, 30.343585, 30.3774952804191, 30.380346, 30.396299, 30.3845080873776, 30.380967, 30.3689914721225, 30.327748, 30.319632929801, 30.31548, 30.317814, 30.297128, 30.280435, 30.249709, 30.228314, 30.239237, 30.279798, 30.324198, 30.38345, 30.446144, 
30.487357, 30.550879, 30.585893, 30.652694, 30.684956, 30.644891, 30.588292, 30.546317, 30.500903, 30.401865, 30.320729, 30.321242, 30.318933, 30.368908, 30.388006, 30.369425, 30.342115, 30.347753, 30.32002, 30.340092, 30.331063, 30.353964, 30.362099, 30.343689, 30.347622, 30.3572641730949, 30.36059, 30.393398, 30.677292, 30.735591, 30.910788, 30.909877, 30.909912, 30.994163, 31.01037, 31.3467, 31.346383, 31.434029, 31.433688, 31.513444, 31.609751, 31.774654, 31.761655, 31.75268, 31.777685, 32.049728, 
32.048352, 32.225119, 32.346788, 32.374498, 32.507574, 32.531907, 32.546044, 32.589771, 32.618858, 32.566265, 32.575173, 32.442115, 32.411185, 32.575605, 32.5727970404214, 32.573624, 32.5789835010771, 32.537912, 32.537807, 32.581956, 32.609468, 32.69298, 32.756659, 32.935237, 33.0047388242705, 33.0058398909721, 33.0059970557015, 33.388974, 33.563703, 33.563646, 33.519476, 33.517148, 33.5469783709329, 33.529423, 33.529389, 33.270359, 33.270032, 33.270533, 33.329181, 33.329484, 33.81139, 33.809322, 
33.765514, 33.750981, 33.697589, 33.737246, 33.721648, 33.809319, 33.823854, 33.897957, 33.897137, 33.867334, 33.867469, 34.162082, 34.161186, 34.379344, 34.37924, 34.364759, 34.49493, 34.50891, 34.596483, 34.605209, 34.756781, 34.755604, 34.9957467517971, 34.9957924082221, 35.304031, 35.380994, 35.418972, 35.416689, 35.423263, 35.439296, 35.528858, 35.609088, 35.816785, 35.845841, 35.849975, 35.815705, 35.840921, 35.930432, 35.965818, 36.130049, 36.24316, 36.264177, 36.353307, 36.360133, 36.443992, 
36.4999962506816, 36.500053, 36.551733, 36.630475, 36.678118, 36.706739, 36.74715, 36.807546, 36.867183, 36.935549, 36.981911, 36.999976, 37.081575, 37.147256, 37.273145, 37.398007, 37.40486, 37.452596, 37.466937, 37.487837, 37.5041383273482, 37.54721, 37.480052, 37.409167, 37.420701, 37.379445, 37.350645, 37.461963, 37.487802, 37.569988, 37.398462, 37.391819, 37.38093, 37.416042, 37.335524, 37.370298, 37.316566, 37.269632, 37.212313, 37.144623, 37.088349, 37.068981, 37.056513, 36.999766, 36.883057, 
36.876256, 36.72712, 36.6487206745018, 36.652107, 36.6407466739073, 36.407231, 36.405496, 36.255105, 36.245105, 36.13496, 36.10061, 36.087817, 35.968224, 35.790331, 35.710051, 35.6859, 35.697617, 35.618571, 35.664259, 35.631913, 35.45276, 35.412476, 35.387452, 35.333579, 35.362607, 35.343837, 35.289189, 35.223362, 35.21106, 34.9870308587481, 34.984678, 34.924171, 34.8604354744776, 34.750079, 34.6237903384358, 34.5886856927335, 34.5239464713237, 34.474526, 34.3436846578762, 34.2861909885055, 34.125095, 
34.0808126526072, 33.964128, 33.9017014940033, 33.767957, 33.6531143916014, 33.529805, 33.4827563368455, 33.4279931463646, 33.1295440282507, 33.108075, 33.10734, 33.106634, 33.105286, 33.09026, 32.819203, 32.754984, 32.754528, 32.493053, 32.475747, 32.419978, 32.336098, 32.274382, 32.274987, 32.305289, 32.231975, 32.234648, 32.146551, 32.146651, 32.147931, 32.061708, 32.062256083622, 32.087389, 32.136018, 32.185445, 32.219051, 32.2308482009333, 32.230851, 32.230852, 32.232852, 32.232953, 32.134556, 
32.134058, 32.166257, 32.158493, 32.229703, 32.185392, 32.171165, 32.153078, 32.030595, 32.027938, 32.118405, 32.124092, 32.105885, 32.07918, 31.984506, 31.900325, 32.124074, 32.153274, 32.135274, 32.079891, 32.002766, 31.918883, 31.931585, 31.958914, 31.954961, 31.968961, 31.966182, 31.837993, 31.838388, 31.736334, 31.710796, 31.672512, 31.672672, 31.671398, 31.816154, 31.783005, 31.780983, 31.673164, 31.611212, 31.474163, 31.472276, 31.475991, 31.465055, 31.401142, 31.350361, 31.326263, 31.327405, 
31.205972, 31.078135, 31.033875, 31.037679, 31.041582, 31.07729, 31.077971, 30.980956, 30.912538, 30.675943397968, 30.678037, 30.684809171948, 30.573467, 30.474416, 30.451499, 30.388281, 30.333077, 30.30017, 30.128208, 30.029637, 30.01103, 30.013851, 29.971399, 29.910609, 29.78017, 29.776793, 29.669559997762, 29.681296, 29.659787, 29.758782, 29.842628)), list(c(-82.025339, -81.969069, -81.815288, -81.780858, -81.75634, -81.718658, -81.761735, -81.888938, -81.980041, -82.025339, 32.278883, 32.268783, 
32.236522, 32.15289, 32.104584, 32.089351, 32.0479, 32.050398, 32.081502, 32.278883)), list(c(-81.548006, -81.528169, -81.3869019026942, -81.397106, -81.393818, -81.41267, -81.4131167951736, -81.338543, -81.261662, -81.236956, -81.082291, -80.937157, -80.896074, -80.895426, -80.797912, -80.790296, -80.50279, -80.484578, -80.361851, -80.296352, -80.290077, -80.251354, -80.149246, -80.176286, -80.100675, -80.097125, -80.185697, -80.148484, -80.170103, -80.292076, -80.40134, -80.45363, -80.389401, -80.429065, 
-80.428633, -80.426983, -80.424087, -80.426009, -80.418971, -80.4151, -80.407357, -80.395903, -80.393114, -80.389215, -80.38854, -80.394528, -80.398401, -80.399621, -80.400003, -80.398138, -80.393325, -80.394654, -80.401039, -80.405802, -80.409699, -80.418467, -80.420442, -80.422201, -80.421662, -80.418903, -80.409735, -80.411927, -80.407846, -80.4032765927714, -80.413505, -80.46571, -80.4691107737594, -80.4713620677876, -80.4722931246951, -80.484617, -80.457502, -80.434303, -80.455192, -80.539429, 
-80.596394, -80.644794, -80.714601, -80.766038, -80.726967, -80.669166, -80.721463, -80.812503, -80.858735, -80.8674276818916, -80.885517, -80.943226, -81.006745, -81.038265, -81.113334, -81.119361, -81.1475951704554, -81.195449, -81.391698, -81.406776, -81.43583, -81.446334, -81.534904, -81.548006, 32.489286, 32.514888, 32.5989648538998, 32.605587, 32.653491, 32.739083, 32.7442613279615, 32.768456, 32.839139, 32.940244, 33.02663, 33.102584, 33.06141, 33.125348, 33.176944, 33.18084, 33.334496, 33.280034, 
33.257443, 33.179454, 33.115226, 33.089698, 33.021601, 33.010042, 32.946033, 32.886825, 32.860807, 32.819034, 32.820932, 32.84886, 32.858466, 32.7399, 32.65282, 32.623602, 32.613543, 32.608754, 32.605294, 32.603736, 32.6033, 32.604949, 32.610148, 32.616973, 32.61782, 32.616237, 32.612754, 32.605699, 32.599697, 32.596101, 32.587807, 32.582399, 32.575271, 32.569521, 32.570234, 32.56831, 32.564393, 32.559927, 32.558048, 32.553489, 32.547143, 32.543064, 32.53699, 32.53408, 32.523448, 32.4722024074067, 
32.471174, 32.4953, 32.4891261935517, 32.4850391667245, 32.4833489145801, 32.460976, 32.410264, 32.375193, 32.326458, 32.287024, 32.273549, 32.291497, 32.325656, 32.292608, 32.265706, 32.216783, 32.160427, 32.109746, 32.099581, 32.07849, 32.0346, 32.057824, 32.101152, 32.084469, 32.113205, 32.177142, 32.2271694465971, 32.237591, 32.095886, 32.101931, 32.241289, 32.284717, 32.39358, 32.489286)))"
Arizona,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,#002449,19,120129.50777167597,270.519749686746,120400.02752136272,"list(list(c(-108.208394, -108.208572, -108.208573, -108.707657, -108.861028, -109.050044, -109.829689, -110.459751627493, -111.074825, -111.366782684389, -112.365043, -113.333767973058, -113.333894, -113.333709, -113.335048, -113.335057, -113.333753, -113.333508, -113.334105, -113.334161, -113.334024, -113.310523, -113.33485, -113.317122, -113.354176, -113.319971, -113.224919, -113.196751, -113.13708, -113.009038, -112.902949, -112.865033, -112.792436, -112.723991, -112.681571, -112.62949, -112.623017, 
-112.660059, -112.620946, -112.638679, -112.600381, -112.529299, -112.538571, -112.35769, -111.412783987873, -111.405869, -111.278286, -111.066496, -110.75069, -110.47019, -110.000677, -109.495338, -109.045223, -109.045433, -109.045729, -109.045871168205, -109.046024, -109.046296, -109.046796, -109.046355894384, -109.045851235183, -108.469402, -108.468683, -108.468715, -107.734224, -107.734241, -107.628313, -107.628788, -107.309386, -107.23889, -107.197244, -107.066562, -107.202882, -107.201743, 
-107.724794, -107.725427, -107.716301, -107.712754, -106.474295, -106.372797, -106.371895, -106.34571, -106.340515, -106.340709, -106.376585, -106.377173188247, -106.618486, -106.630114, -106.623445, -106.63588, -106.581344, -106.528242, -106.531731, -106.993544, -107.296792996712, -107.422246, -108.208394, 31.783599, 31.499742, 31.333395, 31.333191, 31.332315, 31.332502, 31.334067, 31.333141997042, 31.332239, 31.4247651231261, 31.74113, 32.0402490801033, 32.505188, 32.767851, 33.377469, 33.566543, 
33.999227, 34.317877, 35.508416, 35.528037, 35.803031, 35.86435, 35.913859, 35.961385, 36.040368, 36.096769, 36.091144, 36.152949, 36.166424, 36.23904, 36.253761, 36.282381, 36.285036, 36.345992, 36.341662, 36.391611, 36.474736, 36.54356, 36.595942, 36.674478, 36.831928, 36.952437, 37.000744128882, 37.001025, 37.001477687156, 37.001481, 37.000465, 37.002389, 37.003197, 36.997997, 36.997968, 36.999105, 36.999084, 36.874589, 36.117028, 36.002701630519, 35.8798, 35.614251, 35.363606, 35.1755071883512, 
34.9598185158367, 34.959081, 35.299243, 35.306658, 35.304987, 35.348145, 35.348314, 35.304333, 35.305687, 35.305507, 35.219459, 34.95719, 34.957572, 34.578757, 34.578132, 34.274224, 34.259856, 33.476832, 33.475786, 33.479875, 33.391821, 33.390595, 33.052777, 32.958382, 32.95805, 32.0012401010375, 32.000495, 31.971258, 31.914034, 31.871514, 31.813906, 31.783148, 31.78391, 31.783689, 31.7836253371067, 31.783599, 31.783599)))"
Arkansas,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,#9c1831,86,61027.70541790837,1421.815312275132,62449.5207301835,"list(list(c(-92.208041, -92.212906, -92.233376, -92.336765, -92.405883, -92.493672, -92.678383, -92.886285, -92.893116, -92.961419, -92.89314, -92.893534, -93.030156, -93.10429, -93.139279, -93.264485, -93.373406, -93.419093, -93.456709, -93.528047, -93.648131, -93.823076, -93.820722, -93.92583, -93.935371, -94.254668, -94.243739, -94.470143947319, -94.465425, -94.4611686861559, -94.937604, -94.937555, -95.059616, -95.514475, -95.514511, -95.67181, -95.881987, -95.882196, -96.092043, -96.092001, 
-96.088792, -95.983077, -95.981511, -95.981465, -96.08753, -96.087777, -96.1927, -96.192563, -96.192383, -96.141615, -96.033118, -96.02957, -96.029544, -96.029583, -96.297905, -96.297888, -96.600218, -96.62212, -96.819005, -96.818968, -96.925069, -96.924936, -97.032106, -97.032118, -97.009785, -96.888017, -96.912756, -97.057556, -97.461603, -97.462459, -97.4623460298641, -97.384925, -97.1477209669227, -97.100652, -96.749838, -96.5255820442829, -96.524873, -95.964399, -95.964535, -95.961605, -95.52556, 
-95.52113, -95.088189, -95.088012, -94.6178724508981, -94.6178455243542, -94.073524, -94.065675, -93.808953, -93.811402, -93.628404, -93.573202, -93.568709, -93.512103, -93.503946, -93.065199, -93.072447, -92.855384, -92.620181, -92.549074, -92.409231, -92.413669, -92.248865, -92.249463, -92.183261, -92.029258, -91.809105, -91.806219, -91.528797, -91.308311, -91.310655, -91.153345, -91.155073, -91.312458, -91.314236, -91.210984, -91.211863, -91.175405, -91.159323, -91.126028, -91.034346, -91.017766, 
-91.21715, -91.22283, -91.224825, -91.115926, -91.1265388745647, -91.404915, -91.4071374435175, -91.4500049181374, -91.454437, -91.565866, -91.566078, -91.691435, -91.674143, -91.682277, -91.710483, -91.753345, -91.849448, -91.870983, -91.837179, -91.789645, -91.793958, -91.795855, -91.850144, -91.851958, -92.111463, -92.119719, -92.121336, -92.070805, -92.078711, -92.109064, -92.029539, -92.029996, -92.208041, 34.492765, 34.2304, 34.062312, 34.059633, 34.115535, 34.144234, 34.149622, 34.155877, 
33.983284, 33.974159, 33.902751, 33.809943, 33.769881, 33.777011, 33.81482, 33.832282, 33.95707, 33.948794, 33.956837, 33.943012, 33.982967, 34.008893, 34.183802, 34.186496, 34.350097, 34.355481, 34.192501, 34.1901776556377, 34.359548, 34.5074566515725, 34.507296, 34.680792, 34.680736, 34.680718, 34.594153, 34.593732, 34.593528, 34.680534, 34.680556, 34.767479, 35.049875, 35.151695, 35.28978, 35.376788, 35.376877, 35.552003, 35.551968, 35.639087, 35.856987, 35.857092, 35.856824, 35.901106, 35.988387, 
36.075366, 36.075766, 36.162279, 36.163502, 36.159903, 36.158886, 36.246478, 36.246474, 36.333344, 36.333354, 36.506957, 36.506935, 36.574886, 36.598949, 36.593872, 36.593637, 36.593627, 36.9988242387969, 36.998843, 36.9989723356215, 36.998998, 36.998988, 36.9986779687248, 37.30273, 37.299232, 37.363579, 37.386636, 37.383979, 37.38399, 37.383837, 37.674519, 37.6731107003321, 37.6535777966344, 37.639722, 37.900987, 37.892705, 37.834571, 37.829435, 37.828035, 37.914918, 37.913535, 38.073123, 38.062479, 
37.902627, 37.895736, 37.892521, 37.800539, 37.85918, 37.713941, 37.648442, 37.604543, 37.605243, 37.602542, 37.598863, 37.791286, 37.788989, 37.787186, 37.700048, 37.69734, 37.588092, 37.592824, 37.505132, 37.501911, 37.415277, 37.414805, 37.254936, 37.19948, 37.169343, 37.095677, 37.086197, 36.883857, 36.825679, 36.823672, 36.4977977010194, 36.49712, 36.4971407119486, 36.4975402131847, 36.335465, 36.3374, 36.249945, 36.253301, 36.208567, 36.000535, 35.941758, 35.942883, 35.867411, 35.810562, 35.704932, 
35.711784, 35.534114, 35.455574, 35.436442, 35.358287, 35.362725, 35.066493, 35.01221, 35.011802, 34.729983, 34.622889, 34.621248, 34.489352, 34.492765)))"
Auburn,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,#03244d,8,4099.6570156452735,91.085637107028,4190.742652752301,"list(list(c(-84.694603, -84.667463, -84.69451, -84.637323, -84.657325, -84.65892, -84.799348, -84.832962, -84.9199421479259, -84.930127, -84.997765, -85.058749, -85.047063, -85.0514111279128, -85.185067, -85.257834, -85.410241, -85.427441, -85.433543, -85.856218, -85.898539, -85.898689, -85.919293, -85.991283, -86.023012, -85.852625, -85.886148, -85.87986, -86.007187, -86.013491, -86.00917, -85.974715, -85.653654, -85.593177, -85.232441, -85.1861174017892, -84.881702, -84.861768, -84.751338, -84.700538, 
-84.682876, -84.693899, -84.694603, 32.583945, 32.563948, 32.518732, 32.534855, 32.49494, 32.232852, 32.230852, 32.230851, 32.2308482009333, 32.219051, 32.185445, 32.136018, 32.087389, 32.062256083622, 32.061708, 32.147931, 32.146651, 32.146551, 32.234648, 32.231975, 32.305289, 32.274987, 32.274382, 32.336098, 32.419978, 32.475747, 32.493053, 32.754528, 32.754984, 32.819203, 33.09026, 33.105286, 33.106634, 33.10734, 33.108075, 32.8701382699716, 32.868761, 32.872495, 32.8692, 32.84464, 32.73035, 32.686045, 
32.583945)))"
