NAME,GEOID,variable,estimate
"Scott County, Iowa",19163,POP,172943
"Dallas County, Iowa",19049,POP,93453
"Sherman County, Kansas",20181,POP,5917
"Stanton County, Kansas",20187,POP,2006
"Meade County, Kansas",20119,POP,4033
"Morris County, Kansas",20127,POP,5620
"Pratt County, Kansas",20151,POP,9164
"Rooks County, Kansas",20163,POP,4920
"Anderson County, Kansas",20003,POP,7858
"Ellsworth County, Kansas",20053,POP,6102
"Harper County, Kansas",20077,POP,5436
"Ford County, Kansas",20057,POP,33619
"Lyon County, Kansas",20111,POP,33195
"Marshall County, Kansas",20117,POP,9707
"Allen County, Kansas",20001,POP,12369
"Comanche County, Kansas",20033,POP,1700
"Cowley County, Kansas",20035,POP,34908
"Gove County, Kansas",20063,POP,2636
"Franklin County, Kansas",20059,POP,25544
"Hodgeman County, Kansas",20083,POP,1794
"Jewell County, Kansas",20089,POP,2879
"Rice County, Kansas",20159,POP,9537
"McPherson County, Kansas",20113,POP,28542
"Osage County, Kansas",20139,POP,15949
"Coffey County, Kansas",20031,POP,8179
"Crawford County, Kansas",20037,POP,38818
"Greenwood County, Kansas",20073,POP,5982
"Linn County, Kansas",20107,POP,9703
"Sedgwick County, Kansas",20173,POP,516042
"Trinity County, California",06105,POP,12285
"Riverside County, California",06065,POP,2470546
"San Bernardino County, California",06071,POP,2180085
"Marin County, California",06041,POP,258826
"Siskiyou County, California",06093,POP,43539
"Shasta County, California",06089,POP,180080
"Del Norte County, California",06015,POP,27812
"Colusa County, California",06011,POP,21547
"Butte County, California",06007,POP,219186
"Stevens County, Kansas",20189,POP,5485
"Smith County, Kansas",20183,POP,3583
"Grant County, Kansas",20067,POP,7150
"Jackson County, Kansas",20085,POP,13171
"Kingman County, Kansas",20095,POP,7152
"Logan County, Kansas",20109,POP,2794
"Nemaha County, Kansas",20131,POP,10231
"Pottawatomie County, Kansas",20149,POP,24383
"Wyandotte County, Kansas",20209,POP,165429
"Cherokee County, Kansas",20021,POP,19939
"Butler County, Kansas",20015,POP,66911
"Clay County, Kansas",20027,POP,8002
"Lincoln County, Kansas",20105,POP,2962
"Saline County, Kansas",20169,POP,54224
"Sumner County, Kansas",20191,POP,22836
"Trego County, Kansas",20195,POP,2803
"Wabaunsee County, Kansas",20197,POP,6931
"Wilson County, Kansas",20205,POP,8525
"Woodson County, Kansas",20207,POP,3138
"Mitchell County, Kansas",20123,POP,5979
"Osborne County, Kansas",20141,POP,3421
"Bourbon County, Kansas",20011,POP,14534
"Finney County, Kansas",20055,POP,36467
"Kiowa County, Kansas",20097,POP,2475
"Leavenworth County, Kansas",20103,POP,81758
"Washington County, Kansas",20201,POP,5406
"Chautauqua County, Kansas",20019,POP,3250
"Morton County, Kansas",20129,POP,2587
"Reno County, Kansas",20155,POP,61998
"Barton County, Kansas",20009,POP,25779
"Doniphan County, Kansas",20043,POP,7600
"Haskell County, Kansas",20081,POP,3968
"Lane County, Kansas",20101,POP,1535
"Scott County, Kansas",20171,POP,4823
"Marion County, Kansas",20115,POP,11884
"Brown County, Kansas",20013,POP,9564
"Ottawa County, Kansas",20143,POP,5704
"Riley County, Kansas",20161,POP,74232
"Decatur County, Kansas",20039,POP,2827
"Dickinson County, Kansas",20041,POP,18466
"Garrard County, Kentucky",21079,POP,17666
"Greenup County, Kentucky",21089,POP,35098
"Campbell County, Kentucky",21037,POP,93584
"Elliott County, Kentucky",21063,POP,7517
"Grant County, Kentucky",21081,POP,25069
"Larue County, Kentucky",21123,POP,14398
"Logan County, Kentucky",21141,POP,27102
"Mercer County, Kentucky",21167,POP,21933
"Pendleton County, Kentucky",21191,POP,14590
"Russell County, Kentucky",21207,POP,17923
"Washington County, Kentucky",21229,POP,12095
"Modoc County, California",06049,POP,8841
"Inyo County, California",06027,POP,18039
"Santa Barbara County, California",06083,POP,446499
"Imperial County, California",06025,POP,181215
"Alameda County, California",06001,POP,1671329
"El Dorado County, California",06017,POP,192843
"San Francisco County, California",06075,POP,881549
"Tulare County, California",06107,POP,466195
"Nevada County, California",06057,POP,99755
"Mendocino County, California",06045,POP,86749
"Los Angeles County, California",06037,POP,10039107
"Santa Clara County, California",06085,POP,1927852
"Placer County, California",06061,POP,398329
"Solano County, California",06095,POP,447643
"Glenn County, California",06021,POP,28393
"Ness County, Kansas",20135,POP,2750
"Atchison County, Kansas",20005,POP,16073
"Hamilton County, Kansas",20075,POP,2539
"Shawnee County, Kansas",20177,POP,176875
"Wichita County, Kansas",20203,POP,2119
"Norton County, Kansas",20137,POP,5361
"Cloud County, Kansas",20029,POP,8786
"Edwards County, Kansas",20047,POP,2798
"Rush County, Kansas",20165,POP,3036
"Neosho County, Kansas",20133,POP,16007
"Phillips County, Kansas",20147,POP,5234
"Barber County, Kansas",20007,POP,4427
"Jefferson County, Kansas",20087,POP,19043
"Fleming County, Kentucky",21069,POP,14581
"Carter County, Kentucky",21043,POP,26797
"Jefferson County, Kentucky",21111,POP,766757
"Mason County, Kentucky",21161,POP,17070
"Robertson County, Kentucky",21201,POP,2108
"Spencer County, Kentucky",21215,POP,19351
"Ballard County, Kentucky",21007,POP,7888
"Green County, Kentucky",21087,POP,10941
"Martin County, Kentucky",21159,POP,11195
"Lincoln County, Kentucky",21137,POP,24549
"Ohio County, Kentucky",21183,POP,23994
"Webster County, Kentucky",21233,POP,12942
"Casey County, Kentucky",21045,POP,16159
"Kit Carson County, Colorado",08063,POP,7097
"Gunnison County, Colorado",08051,POP,17462
"Ouray County, Colorado",08091,POP,4952
"Weld County, Colorado",08123,POP,324492
"Costilla County, Colorado",08023,POP,3887
"Douglas County, Colorado",08035,POP,351154
"La Plata County, Colorado",08067,POP,56221
"Rio Grande County, Colorado",08105,POP,11267
"Crowley County, Colorado",08025,POP,6061
"San Juan County, Colorado",08111,POP,728
"Logan County, Colorado",08075,POP,22409
"Teller County, Colorado",08119,POP,25388
"Las Animas County, Colorado",08071,POP,14506
"Routt County, Colorado",08107,POP,25638
"Alamosa County, Colorado",08003,POP,16233
"Fremont County, Colorado",08043,POP,47839
"Morgan County, Colorado",08087,POP,29068
"Saguache County, Colorado",08109,POP,6824
"Hood County, Texas",48221,POP,61643
"Burlington County, New Jersey",34005,POP,445349
"Luna County, New Mexico",35029,POP,23709
"Taos County, New Mexico",35055,POP,32723
"Colfax County, New Mexico",35007,POP,11941
"Harding County, New Mexico",35021,POP,625
"Quay County, New Mexico",35037,POP,8253
"Noxubee County, Mississippi",28103,POP,10417
"Tate County, Mississippi",28137,POP,28321
"Panola County, Mississippi",28107,POP,34192
"Yalobusha County, Mississippi",28161,POP,12108
"Copiah County, Mississippi",28029,POP,28065
"Hinds County, Mississippi",28049,POP,231840
"Union County, Mississippi",28145,POP,28815
"Tippah County, Mississippi",28139,POP,22015
"Forrest County, Mississippi",28035,POP,74897
"Lafayette County, Mississippi",28071,POP,54019
"Lowndes County, Mississippi",28087,POP,58595
"Wilkinson County, Mississippi",28157,POP,8630
"Jefferson Davis County, Mississippi",28065,POP,11128
"Scott County, Mississippi",28123,POP,28124
"Yazoo County, Mississippi",28163,POP,29690
"Bolivar County, Mississippi",28011,POP,30628
"Pike County, Mississippi",28113,POP,39288
"Stone County, Mississippi",28131,POP,18336
"Kemper County, Mississippi",28069,POP,9742
"Sunflower County, Mississippi",28133,POP,25110
"Adams County, Mississippi",28001,POP,30693
"DeSoto County, Mississippi",28033,POP,184945
"Delaware County, Pennsylvania",42045,POP,566747
"Forsyth County, North Carolina",37067,POP,382295
"Bladen County, North Carolina",37017,POP,32722
"Carteret County, North Carolina",37031,POP,69473
"Bertie County, North Carolina",37015,POP,18947
"Martin County, North Carolina",37117,POP,22440
"Roanoke County, Virginia",51161,POP,94186
"Bowie County, Texas",48037,POP,93245
"Kent County, Texas",48263,POP,762
"Somervell County, Texas",48425,POP,9128
"Hardin County, Texas",48199,POP,57602
"Leon County, Texas",48289,POP,17404
"Newton County, Texas",48351,POP,13595
"Reeves County, Texas",48389,POP,15976
"Travis County, Texas",48453,POP,1273954
"Collingsworth County, Texas",48087,POP,2920
"Erath County, Texas",48143,POP,42698
"Motley County, Texas",48345,POP,1200
"Coleman County, Texas",48083,POP,8175
"Medina County, Texas",48325,POP,51584
"Henderson County, Texas",48213,POP,82737
"Lamar County, Texas",48277,POP,49859
"Kimble County, Texas",48267,POP,4337
"Washington County, Texas",48477,POP,35882
"Stephens County, Texas",48429,POP,9366
"Andrews County, Texas",48003,POP,18705
"Gonzales County, Texas",48177,POP,20837
"Lynn County, Texas",48305,POP,5951
"Zapata County, Texas",48505,POP,14179
"Ben Hill County, Georgia",13017,POP,16700
"Burke County, Georgia",13033,POP,22383
"Catoosa County, Georgia",13047,POP,67580
"Chattahoochee County, Georgia",13053,POP,10907
"Chattooga County, Georgia",13055,POP,24789
"Columbia County, Georgia",13073,POP,156714
"Decatur County, Georgia",13087,POP,26404
"Floyd County, Georgia",13115,POP,98498
"Forsyth County, Georgia",13117,POP,244252
"Habersham County, Georgia",13137,POP,45328
"Hart County, Georgia",13147,POP,26205
"Lowndes County, Georgia",13185,POP,117406
"McIntosh County, Georgia",13191,POP,14378
"Meriwether County, Georgia",13199,POP,21167
"Monroe County, Georgia",13207,POP,27578
"Putnam County, Georgia",13237,POP,22119
"Sumter County, Georgia",13261,POP,29524
"Taliaferro County, Georgia",13265,POP,1537
"Warren County, Georgia",13301,POP,5254
"Baker County, Georgia",13007,POP,3038
"Bryan County, Georgia",13029,POP,39627
"Candler County, Georgia",13043,POP,10803
"Camden County, Georgia",13039,POP,54666
"Crawford County, Georgia",13079,POP,12404
"Early County, Georgia",13099,POP,10190
"Coffee County, Georgia",13069,POP,43273
"Cobb County, Georgia",13067,POP,760141
"Gilmer County, Georgia",13123,POP,31369
"Walton County, Georgia",13297,POP,94593
"Wilkes County, Georgia",13317,POP,9777
"Dodge County, Georgia",13091,POP,20605
"Elbert County, Georgia",13105,POP,19194
"Cherokee County, Georgia",13057,POP,258773
"Jenkins County, Georgia",13165,POP,8676
"Lee County, Georgia",13177,POP,29992
"Pickens County, Georgia",13227,POP,32591
"Colquitt County, Georgia",13071,POP,45600
"Cook County, Georgia",13075,POP,17270
"Clayton County, Georgia",13063,POP,292256
"Fulton County, Georgia",13121,POP,1063937
"Hawaii County, Hawaii",15001,POP,201513
"Honolulu County, Hawaii",15003,POP,974563
"Kauai County, Hawaii",15007,POP,72293
"LaPorte County, Indiana",18091,POP,109888
"White County, Indiana",18181,POP,24102
"Jasper County, Indiana",18073,POP,33562
"Martin County, Indiana",18101,POP,10255
"Shelby County, Indiana",18145,POP,44729
"Ripley County, Indiana",18137,POP,28324
"Sullivan County, Indiana",18153,POP,20669
"Tipton County, Indiana",18159,POP,15148
"Vigo County, Indiana",18167,POP,107038
"Warrick County, Indiana",18173,POP,62998
"DeKalb County, Indiana",18033,POP,43475
"Bartholomew County, Indiana",18005,POP,83779
"Rush County, Indiana",18139,POP,16581
"Fulton County, Indiana",18049,POP,19974
"Lake County, Indiana",18089,POP,485493
"Noble County, Indiana",18113,POP,47744
"Adams County, Indiana",18001,POP,35777
"Fayette County, Indiana",18041,POP,23102
"Hendricks County, Indiana",18063,POP,170311
"Dubois County, Indiana",18037,POP,42736
"Grant County, Indiana",18053,POP,65769
"Hancock County, Indiana",18059,POP,78168
"Howard County, Indiana",18067,POP,82544
"Ohio County, Indiana",18115,POP,5875
"Parke County, Indiana",18121,POP,16937
"Whitley County, Indiana",18183,POP,33964
"Benton County, Indiana",18007,POP,8748
"Clinton County, Indiana",18023,POP,32399
"Putnam County, Indiana",18133,POP,37576
"Washington County, Indiana",18175,POP,28036
"Dearborn County, Indiana",18029,POP,49458
"Henry County, Indiana",18065,POP,47972
"Lawrence County, Indiana",18093,POP,45370
"Madison County, Indiana",18095,POP,129569
"Pike County, Indiana",18125,POP,12389
"Posey County, Indiana",18129,POP,25427
"Steuben County, Indiana",18151,POP,34594
"Vermillion County, Indiana",18165,POP,15498
"Miami County, Kansas",20121,POP,34237
"Republic County, Kansas",20157,POP,4636
"Graham County, Kansas",20065,POP,2482
"Douglas County, Kansas",20045,POP,122259
"Gray County, Kansas",20069,POP,5988
"Chase County, Kansas",20017,POP,2648
"Hancock County, Kentucky",21091,POP,8722
"Bath County, Kentucky",21011,POP,12500
"Barren County, Kentucky",21009,POP,44249
"Boyle County, Kentucky",21021,POP,30060
"Harlan County, Kentucky",21095,POP,26010
"Hardin County, Kentucky",21093,POP,110958
"McLean County, Kentucky",21149,POP,9207
"Monroe County, Kentucky",21171,POP,10650
"Powell County, Kentucky",21197,POP,12359
"Union County, Kentucky",21225,POP,14381
"Caldwell County, Kentucky",21033,POP,12747
"Calloway County, Kentucky",21035,POP,39001
"Hinsdale County, Colorado",08053,POP,820
"Grand County, Colorado",08049,POP,15734
"Livingston County, Michigan",26093,POP,191995
"Iosco County, Michigan",26069,POP,25127
"Lake County, Michigan",26085,POP,11853
"Manistee County, Michigan",26101,POP,24558
"Montmorency County, Michigan",26119,POP,9328
"Presque Isle County, Michigan",26141,POP,12592
"Gladwin County, Michigan",26051,POP,25449
"Kalamazoo County, Michigan",26077,POP,265066
"Mecosta County, Michigan",26107,POP,43453
"Marquette County, Michigan",26103,POP,66699
"Newaygo County, Michigan",26123,POP,48980
"Osceola County, Michigan",26133,POP,23460
"Otsego County, Michigan",26137,POP,24668
"Calhoun County, Michigan",26025,POP,134159
"Cheboygan County, Michigan",26031,POP,25276
"Luce County, Michigan",26095,POP,6229
"Kent County, Michigan",26081,POP,656955
"Macomb County, Michigan",26099,POP,873972
"Saginaw County, Michigan",26145,POP,190539
"Baraga County, Michigan",26013,POP,8209
"Bay County, Michigan",26017,POP,103126
"Eaton County, Michigan",26045,POP,110268
"Delta County, Michigan",26041,POP,35784
"Emmet County, Michigan",26047,POP,33415
"Koochiching County, Minnesota",27071,POP,12229
"Morrison County, Minnesota",27097,POP,33386
"Rice County, Minnesota",27131,POP,66972
"Steele County, Minnesota",27147,POP,36649
"Red Lake County, Minnesota",27125,POP,4055
"Aitkin County, Minnesota",27001,POP,15886
"Faribault County, Minnesota",27043,POP,13653
"Murray County, Minnesota",27101,POP,8194
"Kandiyohi County, Minnesota",27067,POP,43199
"Lake County, Minnesota",27075,POP,10641
"Rock County, Minnesota",27133,POP,9315
"Sibley County, Minnesota",27143,POP,14865
"Traverse County, Minnesota",27155,POP,3259
"Becker County, Minnesota",27005,POP,34423
"Hennepin County, Minnesota",27053,POP,1265843
"Brown County, Minnesota",27015,POP,25008
"Chippewa County, Minnesota",27023,POP,11800
"Clearwater County, Minnesota",27029,POP,8818
"Hubbard County, Minnesota",27057,POP,21491
"Isanti County, Minnesota",27059,POP,40596
"King County, Texas",48269,POP,272
"Cherokee County, Texas",48073,POP,52646
"Delta County, Texas",48119,POP,5331
"Jones County, Texas",48253,POP,20083
"Jim Wells County, Texas",48249,POP,40482
"Dallam County, Texas",48111,POP,7287
"Fort Bend County, Texas",48157,POP,811688
"Irion County, Texas",48235,POP,1536
"Willacy County, Texas",48489,POP,21358
"Dawson County, Texas",48115,POP,12728
"Burleson County, Texas",48051,POP,18443
"Las Piedras Municipio, Puerto Rico",72085,POP,37007
"Vega Baja Municipio, Puerto Rico",72145,POP,50023
"Guayanilla Municipio, Puerto Rico",72059,POP,17623
"Sabana Grande Municipio, Puerto Rico",72121,POP,21712
"Hormigueros Municipio, Puerto Rico",72067,POP,15518
"Utuado Municipio, Puerto Rico",72141,POP,27395
"Florida Municipio, Puerto Rico",72054,POP,11317
"Moca Municipio, Puerto Rico",72099,POP,34891
"Salinas Municipio, Puerto Rico",72123,POP,27128
"Henderson County, Tennessee",47077,POP,28117
"Jefferson County, Tennessee",47089,POP,54495
"Sequatchie County, Tennessee",47153,POP,15026
"Carroll County, Tennessee",47017,POP,27767
"Davidson County, Tennessee",47037,POP,694144
"Perry County, Tennessee",47135,POP,8076
"Meigs County, Tennessee",47121,POP,12422
"Haywood County, Tennessee",47075,POP,17304
"Montgomery County, Tennessee",47125,POP,208993
"Grundy County, Tennessee",47061,POP,13427
"Cocke County, Tennessee",47029,POP,36004
"DeKalb County, Tennessee",47041,POP,20490
"Lewis County, Tennessee",47101,POP,12268
"Obion County, Tennessee",47131,POP,30069
"Tipton County, Tennessee",47167,POP,61599
"Dyer County, Tennessee",47045,POP,37159
"Hamilton County, Tennessee",47065,POP,367804
"Oneida County, Idaho",16071,POP,4531
"Cassia County, Idaho",16031,POP,24030
"Lincoln County, Idaho",16063,POP,5366
"Adams County, Idaho",16003,POP,4294
"Franklin County, Idaho",16041,POP,13876
"Jerome County, Idaho",16053,POP,24412
"Kootenai County, Idaho",16055,POP,165697
"Minidoka County, Idaho",16067,POP,21039
"Owyhee County, Idaho",16073,POP,11823
"Blaine County, Idaho",16013,POP,23021
"Boundary County, Idaho",16021,POP,12245
"Butte County, Idaho",16023,POP,2597
"Gooding County, Idaho",16047,POP,15179
"Ada County, Idaho",16001,POP,481587
"Bear Lake County, Idaho",16007,POP,6125
"Bonneville County, Idaho",16019,POP,119062
"Camas County, Idaho",16025,POP,1106
"Clearwater County, Idaho",16035,POP,8756
"Jefferson County, Idaho",16051,POP,29871
"Lemhi County, Idaho",16059,POP,8027
"Macon County, North Carolina",37113,POP,35858
"McDowell County, North Carolina",37111,POP,45756
"Franklin County, North Carolina",37069,POP,69685
"Jones County, North Carolina",37103,POP,9419
"Brunswick County, North Carolina",37019,POP,142820
"Transylvania County, North Carolina",37175,POP,34385
"Beaufort County, North Carolina",37013,POP,46994
"Columbus County, North Carolina",37047,POP,55508
"Lincoln County, North Carolina",37109,POP,86111
"Montgomery County, North Carolina",37123,POP,27173
"Orange County, North Carolina",37135,POP,148476
"Richmond County, North Carolina",37153,POP,44829
"Sampson County, North Carolina",37163,POP,63531
"Surry County, North Carolina",37171,POP,71783
"Avery County, North Carolina",37011,POP,17557
"Buncombe County, North Carolina",37021,POP,261191
"Cabarrus County, North Carolina",37025,POP,216453
"Caswell County, North Carolina",37033,POP,22604
"Davie County, North Carolina",37059,POP,42846
"Davidson County, North Carolina",37057,POP,167609
"Duplin County, North Carolina",37061,POP,58741
"Durham County, North Carolina",37063,POP,321488
"Hertford County, North Carolina",37091,POP,23677
"Lee County, North Carolina",37105,POP,61779
"New Hanover County, North Carolina",37129,POP,234473
"Pender County, North Carolina",37141,POP,63060
"Wayne County, North Carolina",37191,POP,123131
"Scotland County, North Carolina",37165,POP,34823
"Watauga County, North Carolina",37189,POP,56177
"Halifax County, North Carolina",37083,POP,50010
"Alamance County, North Carolina",37001,POP,169509
"Tyrrell County, North Carolina",37177,POP,4016
"Stark County, North Dakota",38089,POP,31489
"Wells County, North Dakota",38103,POP,3834
"Burke County, North Dakota",38013,POP,2115
"Mountrail County, North Dakota",38061,POP,10545
"Williams County, North Dakota",38105,POP,37589
"Billings County, North Dakota",38007,POP,928
"Kidder County, North Dakota",38043,POP,2480
"Cavalier County, North Dakota",38019,POP,3762
"Grant County, North Dakota",38037,POP,2274
"McHenry County, North Dakota",38049,POP,5745
"Steele County, North Dakota",38091,POP,1890
"Benson County, North Dakota",38005,POP,6832
"LaMoure County, North Dakota",38045,POP,4046
"Morton County, North Dakota",38059,POP,31364
"Dunn County, North Dakota",38025,POP,4424
"McIntosh County, North Dakota",38051,POP,2497
"Nelson County, North Dakota",38063,POP,2879
"Rolette County, North Dakota",38079,POP,14176
"Walsh County, North Dakota",38099,POP,10641
"Bottineau County, North Dakota",38009,POP,6282
"Barnes County, North Dakota",38003,POP,10415
"Grand Forks County, North Dakota",38035,POP,69451
"McKenzie County, North Dakota",38053,POP,15024
"McLean County, North Dakota",38055,POP,9450
"Pierce County, North Dakota",38069,POP,3975
"Clinton County, New York",36019,POP,80485
"Seneca County, New York",36099,POP,34016
"Putnam County, New York",36079,POP,98320
"Herkimer County, New York",36043,POP,61319
"Ontario County, New York",36069,POP,109777
"Steuben County, New York",36101,POP,95379
"Hamilton County, New York",36041,POP,4416
"Chautauqua County, New York",36013,POP,126903
"Kings County, New York",36047,POP,2559903
"Tioga County, New York",36107,POP,48203
"Orleans County, New York",36073,POP,40352
"Saratoga County, New York",36091,POP,229863
"Columbia County, New York",36021,POP,59461
"Lewis County, New York",36049,POP,26296
"Westchester County, New York",36119,POP,967506
"Delaware County, New York",36025,POP,44135
"Montgomery County, New York",36057,POP,49221
"Richmond County, New York",36085,POP,476143
"St. Lawrence County, New York",36089,POP,107740
"Tompkins County, New York",36109,POP,102180
"Warren County, New York",36113,POP,63944
"Cortland County, New York",36023,POP,47581
"Dutchess County, New York",36027,POP,294218
"Monroe County, New York",36055,POP,741770
"Oneida County, New York",36065,POP,228671
"Ulster County, New York",36111,POP,177573
"Chemung County, New York",36015,POP,83456
"Livingston County, New York",36051,POP,62914
"Otsego County, New York",36077,POP,59493
"Greene County, New York",36039,POP,47188
"Albany County, New York",36001,POP,305506
"Allegany County, New York",36003,POP,46091
"Cattaraugus County, New York",36009,POP,76117
"Madison County, New York",36053,POP,70941
"Schenectady County, New York",36093,POP,155299
"Genesee County, New York",36037,POP,57280
"Yates County, New York",36123,POP,24913
"Greene County, North Carolina",37079,POP,21069
"Mitchell County, North Carolina",37121,POP,14964
"Chowan County, North Carolina",37041,POP,13943
"Jasper County, Texas",48241,POP,35529
"Jefferson County, Texas",48245,POP,251565
"Kinney County, Texas",48271,POP,3667
"Oldham County, Texas",48359,POP,2112
"Lamb County, Texas",48279,POP,12893
"Lipscomb County, Texas",48295,POP,3233
"McCulloch County, Texas",48307,POP,7984
"Mason County, Texas",48319,POP,4274
"Dickens County, Texas",48125,POP,2211
"Lee County, Texas",48287,POP,17239
"Tarrant County, Texas",48439,POP,2102515
"Anderson County, Texas",48001,POP,57735
"Ellis County, Texas",48139,POP,184826
"Jackson County, Texas",48239,POP,14760
"Kerr County, Texas",48265,POP,52600
"Milam County, Texas",48331,POP,24823
"Comanche County, Texas",48093,POP,13635
"Falls County, Texas",48145,POP,17297
"Brooks County, Texas",48047,POP,7093
"Kleberg County, Texas",48273,POP,30680
"Cooke County, Texas",48097,POP,41257
"Crosby County, Texas",48107,POP,5737
"Fisher County, Texas",48151,POP,3830
"Duval County, Texas",48131,POP,11157
"Blanco County, Texas",48031,POP,11931
"Maunabo Municipio, Puerto Rico",72095,POP,10321
"Ponce Municipio, Puerto Rico",72113,POP,131881
"Toa Alta Municipio, Puerto Rico",72135,POP,72025
"Toa Baja Municipio, Puerto Rico",72137,POP,74271
"Vieques Municipio, Puerto Rico",72147,POP,8386
"Yabucoa Municipio, Puerto Rico",72151,POP,32282
"Aguada Municipio, Puerto Rico",72003,POP,36694
"Caguas Municipio, Puerto Rico",72025,POP,124606
"Cidra Municipio, Puerto Rico",72041,POP,38307
"Coamo Municipio, Puerto Rico",72043,POP,38336
"Dorado Municipio, Puerto Rico",72051,POP,36141
"Luquillo Municipio, Puerto Rico",72089,POP,17665
"Barranquitas Municipio, Puerto Rico",72019,POP,27725
"Orocovis Municipio, Puerto Rico",72107,POP,20220
"San Lorenzo Municipio, Puerto Rico",72129,POP,35989
"Ceiba Municipio, Puerto Rico",72037,POP,10904
"Ciales Municipio, Puerto Rico",72039,POP,15808
"Isabela Municipio, Puerto Rico",72071,POP,40423
"Jayuya Municipio, Puerto Rico",72073,POP,13891
"Lares Municipio, Puerto Rico",72081,POP,24276
"San Juan Municipio, Puerto Rico",72127,POP,318441
"Vega Alta Municipio, Puerto Rico",72143,POP,36061
"Maricao Municipio, Puerto Rico",72093,POP,5430
"Albany County, Wyoming",56001,POP,38880
"Carbon County, Wyoming",56007,POP,14800
"Goshen County, Wyoming",56015,POP,13211
"Uinta County, Wyoming",56041,POP,20226
"Washakie County, Wyoming",56043,POP,7805
"Hot Springs County, Wyoming",56017,POP,4413
"Fremont County, Wyoming",56013,POP,39261
"Sublette County, Wyoming",56035,POP,9831
"Weston County, Wyoming",56045,POP,6927
"Aibonito Municipio, Puerto Rico",72009,POP,22108
"Juncos Municipio, Puerto Rico",72077,POP,38155
"Lajas Municipio, Puerto Rico",72079,POP,22010
"Adjuntas Municipio, Puerto Rico",72001,POP,17363
"Camuy Municipio, Puerto Rico",72027,POP,30504
"Naguabo Municipio, Puerto Rico",72103,POP,25761
"Naranjito Municipio, Puerto Rico",72105,POP,27349
"Arecibo Municipio, Puerto Rico",72013,POP,81966
"Arroyo Municipio, Puerto Rico",72015,POP,17238
"Quebradillas Municipio, Puerto Rico",72115,POP,22918
"Guayama Municipio, Puerto Rico",72057,POP,39465
"Culebra Municipio, Puerto Rico",72049,POP,1714
"Gurabo Municipio, Puerto Rico",72063,POP,47093
"Barceloneta Municipio, Puerto Rico",72017,POP,23727
"Yauco Municipio, Puerto Rico",72153,POP,33575
"Aguadilla Municipio, Puerto Rico",72005,POP,50265
"Cabo Rojo Municipio, Puerto Rico",72023,POP,47515
"Patillas Municipio, Puerto Rico",72109,POP,16211
"Villalba Municipio, Puerto Rico",72149,POP,21372
"Carolina Municipio, Puerto Rico",72031,POP,146984
"Cayey Municipio, Puerto Rico",72035,POP,42409
"Humacao Municipio, Puerto Rico",72069,POP,50653
"Morovis Municipio, Puerto Rico",72101,POP,30335
"Trujillo Alto Municipio, Puerto Rico",72139,POP,63674
"Manatí Municipio, Puerto Rico",72091,POP,37287
"Peñuelas Municipio, Puerto Rico",72111,POP,19249
"Rincón Municipio, Puerto Rico",72117,POP,13656
"San Germán Municipio, Puerto Rico",72125,POP,30227
"San Sebastián Municipio, Puerto Rico",72131,POP,35528
"Bayamón Municipio, Puerto Rico",72021,POP,169269
"Canóvanas Municipio, Puerto Rico",72029,POP,44674
"Comerío Municipio, Puerto Rico",72045,POP,18648
"Juana Díaz Municipio, Puerto Rico",72075,POP,44679
"Las Marías Municipio, Puerto Rico",72083,POP,7927
"Corozal Municipio, Puerto Rico",72047,POP,32293
"Franklin County, Pennsylvania",42055,POP,155027
"Union County, Pennsylvania",42119,POP,44923
"Logan County, North Dakota",38047,POP,1850
"Renville County, North Dakota",38075,POP,2327
"Bowman County, North Dakota",38011,POP,3024
"Burleigh County, North Dakota",38015,POP,95626
"Oliver County, North Dakota",38065,POP,1959
"Stutsman County, North Dakota",38093,POP,20704
"Ramsey County, North Dakota",38071,POP,11519
"Foster County, North Dakota",38031,POP,3210
"Griggs County, North Dakota",38039,POP,2231
"Sheridan County, North Dakota",38083,POP,1315
"Slope County, North Dakota",38087,POP,750
"Union County, Ohio",39159,POP,58988
"Pike County, Ohio",39131,POP,27772
"Paulding County, Ohio",39125,POP,18672
"Hamilton County, Ohio",39061,POP,817473
"Franklin County, Ohio",39049,POP,1316756
"Marion County, Ohio",39101,POP,65093
"Tuscarawas County, Ohio",39157,POP,91987
"Wayne County, Ohio",39169,POP,115710
"Brown County, Ohio",39015,POP,43432
"Butler County, Ohio",39017,POP,383134
"Pontotoc County, Oklahoma",40123,POP,38284
"Roger Mills County, Oklahoma",40129,POP,3583
"Woodward County, Oklahoma",40153,POP,20211
"Cherokee County, Oklahoma",40021,POP,48657
"Delaware County, Oklahoma",40041,POP,43009
"Ellis County, Oklahoma",40045,POP,3859
"Grady County, Oklahoma",40051,POP,55834
"Payne County, Oklahoma",40119,POP,81784
"Pottawatomie County, Oklahoma",40125,POP,72592
"Creek County, Oklahoma",40037,POP,71522
"Tillman County, Oklahoma",40141,POP,7250
"Washita County, Oklahoma",40149,POP,10916
"Cotton County, Oklahoma",40033,POP,5666
"Kiowa County, Oklahoma",40075,POP,8708
"Le Flore County, Oklahoma",40079,POP,49853
"McCurtain County, Oklahoma",40089,POP,32832
"Major County, Oklahoma",40093,POP,7629
"Mayes County, Oklahoma",40097,POP,41100
"Oklahoma County, Oklahoma",40109,POP,797434
"Custer County, Oklahoma",40039,POP,29003
