NAME,GEOID,variable,estimate
"Houston County, Georgia",13153,DENSITY,419.80001952
"Mower County, Minnesota",27099,DENSITY,56.319970769
"Pine County, Minnesota",27115,DENSITY,20.958857302
"Olmsted County, Minnesota",27109,DENSITY,242.17997944
"Wadena County, Minnesota",27159,DENSITY,25.512945268
"Benton County, Minnesota",27009,DENSITY,100.14532941
"Freeborn County, Minnesota",27047,DENSITY,42.815422596
"McLeod County, Minnesota",27085,DENSITY,73.029528206
"Pope County, Minnesota",27121,DENSITY,16.801327639
"Stevens County, Minnesota",27149,DENSITY,17.396766025
"Swift County, Minnesota",27151,DENSITY,12.488154938
"Cottonwood County, Minnesota",27033,DENSITY,17.494488844
"Scott County, Minnesota",27139,DENSITY,418.27773972
"Wabasha County, Minnesota",27157,DENSITY,41.355721651
"Crow Wing County, Minnesota",27035,DENSITY,65.161583762
"Norman County, Minnesota",27107,DENSITY,7.3041716819
"Nicollet County, Minnesota",27103,DENSITY,76.400468118
"Douglas County, Minnesota",27041,DENSITY,59.899141062
"Kittson County, Minnesota",27069,DENSITY,3.9114893569999998
"Le Sueur County, Minnesota",27079,DENSITY,64.383627747
"Mahnomen County, Minnesota",27087,DENSITY,9.9073845865
"Chisago County, Minnesota",27025,DENSITY,136.36792119
"Redwood County, Minnesota",27127,DENSITY,17.266637234
"Yellow Medicine County, Minnesota",27173,DENSITY,12.790126272
"Todd County, Minnesota",27153,DENSITY,26.097102749
"Beltrami County, Minnesota",27007,DENSITY,18.839747795
"Blue Earth County, Minnesota",27013,DENSITY,90.47132325
"Houston County, Minnesota",27055,DENSITY,33.692997502
"Lac qui Parle County, Minnesota",27073,DENSITY,8.6572817159
"Lake of the Woods County, Minnesota",27077,DENSITY,2.8817288712
"Otter Tail County, Minnesota",27111,DENSITY,29.792220779
"Waseca County, Minnesota",27161,DENSITY,43.962272694
"St. Louis County, Minnesota",27137,DENSITY,31.864876138
"Anoka County, Minnesota",27003,DENSITY,845.85743528
"Stearns County, Minnesota",27145,DENSITY,119.95486531
"Dakota County, Minnesota",27037,DENSITY,762.64373784
"Lincoln County, Minnesota",27081,DENSITY,10.50520479
"Lyon County, Minnesota",27083,DENSITY,35.657360888
"Mille Lacs County, Minnesota",27095,DENSITY,45.909623326
"Renville County, Minnesota",27129,DENSITY,14.800834367
"Carlton County, Minnesota",27017,DENSITY,41.647316916
"Cook County, Minnesota",27031,DENSITY,3.7609247106
"Madison County, Missouri",29123,DENSITY,24.450448455
"Vernon County, Missouri",29217,DENSITY,24.882881679
"Nodaway County, Missouri",29147,DENSITY,25.19145179
"Chariton County, Missouri",29041,DENSITY,9.8858060775
"Wayne County, Missouri",29223,DENSITY,16.9563298
"Scott County, Missouri",29201,DENSITY,91.144708953
"Barton County, Missouri",29011,DENSITY,19.853718018
"Cedar County, Missouri",29039,DENSITY,30.242182817
"Gasconade County, Missouri",29073,DENSITY,28.334995611
"Macon County, Missouri",29121,DENSITY,18.867769507
"Oregon County, Missouri",29149,DENSITY,13.331281979
"Ste. Genevieve County, Missouri",29186,DENSITY,35.848721732
"Douglas County, Missouri",29067,DENSITY,16.205291803
"Henry County, Missouri",29083,DENSITY,31.313821239
"Lawrence County, Missouri",29109,DENSITY,62.698438166
"Pulaski County, Missouri",29169,DENSITY,96.154009665
"Texas County, Missouri",29215,DENSITY,21.573721249
"Callaway County, Missouri",29027,DENSITY,53.612240095
"Polk County, Tennessee",47139,DENSITY,38.729386759
"White County, Tennessee",47185,DENSITY,72.595115378
"Sullivan County, Tennessee",47163,DENSITY,383.02309985
"Cameron County, Pennsylvania",42023,DENSITY,11.223253065
"Bucks County, Pennsylvania",42017,DENSITY,1039.4906596
"Lehigh County, Pennsylvania",42077,DENSITY,1069.5744582
"Clarion County, Pennsylvania",42031,DENSITY,63.974267484
"Greene County, Pennsylvania",42059,DENSITY,62.911894676
"Luzerne County, Pennsylvania",42079,DENSITY,356.66195853
"Columbia County, Pennsylvania",42037,DENSITY,134.50285088
"Jefferson County, Pennsylvania",42065,DENSITY,66.558315824
"Perry County, Pennsylvania",42099,DENSITY,83.909955336
"Sullivan County, Pennsylvania",42113,DENSITY,13.481806501
"Kent County, Rhode Island",44003,DENSITY,974.64998975
"Washington County, Rhode Island",44009,DENSITY,381.3700942
"Newberry County, South Carolina",45071,DENSITY,61.011636582
"Clarendon County, South Carolina",45027,DENSITY,55.596729559
"Sumter County, South Carolina",45085,DENSITY,160.46489451
"Barnwell County, South Carolina",45011,DENSITY,38.05032877
"Darlington County, South Carolina",45031,DENSITY,118.83322041
"York County, South Carolina",45091,DENSITY,412.7959259
"Cherokee County, South Carolina",45021,DENSITY,145.67691039
"Jasper County, South Carolina",45053,DENSITY,45.901637101
"Lee County, South Carolina",45061,DENSITY,41.025462569
"Abbeville County, South Carolina",45001,DENSITY,49.909760456
"Logan County, Ohio",39091,DENSITY,99.609680758
"Summit County, Ohio",39153,DENSITY,1310.6276681
"Shelby County, Ohio",39149,DENSITY,119.18202353
"Williams County, Ohio",39171,DENSITY,87.224875515
"Guaynabo Municipio, Puerto Rico",72061,DENSITY,NA
"Fajardo Municipio, Puerto Rico",72053,DENSITY,NA
"Aguas Buenas Municipio, Puerto Rico",72007,DENSITY,NA
"Hatillo Municipio, Puerto Rico",72065,DENSITY,NA
"Santa Isabel Municipio, Puerto Rico",72133,DENSITY,NA
"Mayagüez Municipio, Puerto Rico",72097,DENSITY,NA
"Río Grande Municipio, Puerto Rico",72119,DENSITY,NA
"Añasco Municipio, Puerto Rico",72011,DENSITY,NA
"Cataño Municipio, Puerto Rico",72033,DENSITY,NA
"Guánica Municipio, Puerto Rico",72055,DENSITY,NA
"Loíza Municipio, Puerto Rico",72087,DENSITY,NA
"Seminole County, Florida",12117,DENSITY,1525.3362784
"Flagler County, Florida",12035,DENSITY,237.20947675
"Hamilton County, Florida",12047,DENSITY,28.081941717
"Osceola County, Florida",12097,DENSITY,283.03811034
"Gadsden County, Florida",12039,DENSITY,88.435431486
"Lee County, Florida",12071,DENSITY,986.07766533
"Hardee County, Florida",12049,DENSITY,42.249148339
"Orange County, Florida",12095,DENSITY,1545.0772998
"Highlands County, Florida",12055,DENSITY,104.3793425
"DeSoto County, Florida",12027,DENSITY,59.684954353
"Charlotte County, Florida",12015,DENSITY,277.35736469
"Monroe County, Alabama",01099,DENSITY,20.214129306
"Lawrence County, Alabama",01079,DENSITY,47.668661758
"Lee County, Alabama",01081,DENSITY,270.83432209
"Howard County, Arkansas",05061,DENSITY,22.430767562
"Garland County, Arkansas",05051,DENSITY,146.66939609
"Mississippi County, Arkansas",05093,DENSITY,45.138878247
"Pope County, Arkansas",05115,DENSITY,78.856275223
"Prairie County, Arkansas",05117,DENSITY,12.443872702
"Union County, Arkansas",05139,DENSITY,37.220922658
"Woodruff County, Arkansas",05147,DENSITY,10.770528812
"Cleburne County, Arkansas",05023,DENSITY,45.00446495
"Cleveland County, Arkansas",05025,DENSITY,13.309272715
"Jackson County, Arkansas",05067,DENSITY,26.377455852
"Hempstead County, Arkansas",05057,DENSITY,29.596390322
"Sharp County, Arkansas",05135,DENSITY,28.858136858
"Stone County, Arkansas",05137,DENSITY,20.620908233
"Washington County, Arkansas",05143,DENSITY,253.92016704
"Baxter County, Arkansas",05005,DENSITY,75.655216879
"Ashley County, Arkansas",05003,DENSITY,21.24256434
"Craighead County, Arkansas",05031,DENSITY,155.98965575
"Greene County, Arkansas",05055,DENSITY,78.45926416
"Lafayette County, Arkansas",05073,DENSITY,12.538444942
"Perry County, Arkansas",05105,DENSITY,18.955371284
"Poinsett County, Arkansas",05111,DENSITY,31.024751005
"Yell County, Arkansas",05149,DENSITY,22.944738637
"Calhoun County, Arkansas",05013,DENSITY,8.25531362
"Bradley County, Arkansas",05011,DENSITY,16.577959308
"Lawrence County, Arkansas",05075,DENSITY,27.919679211
"Polk County, Arkansas",05113,DENSITY,23.282172074000002
"Conway County, Arkansas",05029,DENSITY,37.745621651
"Newton County, Arkansas",05101,DENSITY,9.4444614151
"Little River County, Arkansas",05081,DENSITY,23.032572119
"Lonoke County, Arkansas",05085,DENSITY,95.03693678
"Miller County, Arkansas",05091,DENSITY,69.13026714
"St. Francis County, Arkansas",05123,DENSITY,39.375552191
"White County, Arkansas",05145,DENSITY,76.084445421
"Merced County, California",06047,DENSITY,143.42146144
"Mariposa County, California",06043,DENSITY,11.873656028
"Yuba County, California",06115,DENSITY,124.47153319
"Contra Costa County, California",06013,DENSITY,1608.6423209
"Lassen County, California",06035,DENSITY,6.7323831967
"Stanislaus County, California",06099,DENSITY,368.08392539
"Sonoma County, California",06097,DENSITY,313.74622239
"Tehama County, California",06103,DENSITY,22.068830947
"Mono County, California",06051,DENSITY,4.7373118689
"San Benito County, California",06069,DENSITY,45.229486087
"Sacramento County, California",06067,DENSITY,1607.9350016
"Napa County, California",06055,DENSITY,184.08552018
"Monterey County, California",06053,DENSITY,132.2662889
"Sierra County, California",06091,DENSITY,3.1526435038
"San Diego County, California",06073,DENSITY,792.91438376
"Yolo County, California",06113,DENSITY,217.29866745
"Humboldt County, California",06023,DENSITY,37.99127697
"Alpine County, California",06003,DENSITY,1.5291051379
"Madera County, California",06039,DENSITY,73.62298192
"Santa Cruz County, California",06087,DENSITY,613.82863485
"Union County, Georgia",13291,DENSITY,76.100933259
"Long County, Georgia",13183,DENSITY,48.849483611
"Spalding County, Georgia",13255,DENSITY,340.33316973
"Telfair County, Georgia",13271,DENSITY,36.267388825
"Washington County, Georgia",13303,DENSITY,30.027404572
"Winn Parish, Louisiana",22127,DENSITY,14.634460857
"East Baton Rouge Parish, Louisiana",22033,DENSITY,966.32950896
"Sabine Parish, Louisiana",22085,DENSITY,27.558702689
"Allen Parish, Louisiana",22003,DENSITY,33.639535385
"Madison Parish, Louisiana",22065,DENSITY,17.538307858
"Jefferson Davis Parish, Louisiana",22053,DENSITY,48.157393219
"St. James Parish, Louisiana",22093,DENSITY,86.871546668
"Grant Parish, Louisiana",22043,DENSITY,34.818184216
"West Feliciana Parish, Louisiana",22125,DENSITY,38.599771755
"Jefferson Parish, Louisiana",22051,DENSITY,1462.6262651
"Beauregard Parish, Louisiana",22011,DENSITY,32.398662514
"Bienville Parish, Louisiana",22013,DENSITY,16.321107385
"Bossier Parish, Louisiana",22015,DENSITY,151.18027749
"Cameron Parish, Louisiana",22023,DENSITY,5.4270110836
"East Feliciana Parish, Louisiana",22037,DENSITY,42.203110874
"St. John the Baptist Parish, Louisiana",22095,DENSITY,199.87405514
"Plaquemines Parish, Louisiana",22075,DENSITY,29.728545536
"Ouachita Parish, Louisiana",22073,DENSITY,251.1116736
"Rapides Parish, Louisiana",22079,DENSITY,98.192567737
"Washington Parish, Louisiana",22117,DENSITY,68.987873431
"Tangipahoa Parish, Louisiana",22105,DENSITY,170.29739933
"Acadia Parish, Louisiana",22001,DENSITY,94.700707541
"West Carroll Parish, Louisiana",22123,DENSITY,30.112950416
"St. Tammany Parish, Louisiana",22103,DENSITY,308.11584066
"Caldwell Parish, Louisiana",22021,DENSITY,18.731242309
"East Carroll Parish, Louisiana",22035,DENSITY,16.308225429
"Ascension Parish, Louisiana",22005,DENSITY,436.47087276
"Evangeline Parish, Louisiana",22039,DENSITY,50.416623482
"Iberia Parish, Louisiana",22045,DENSITY,121.63527746
"St. Bernard Parish, Louisiana",22087,DENSITY,125.14573935
"St. Helena Parish, Louisiana",22091,DENSITY,24.808505345
"West Baton Rouge Parish, Louisiana",22121,DENSITY,137.55753053
"De Soto Parish, Louisiana",22031,DENSITY,31.335221614
"Red River Parish, Louisiana",22081,DENSITY,21.696681573
"Morehouse Parish, Louisiana",22067,DENSITY,31.290791313
"Natchitoches Parish, Louisiana",22069,DENSITY,30.470948387
"Terrebonne Parish, Louisiana",22109,DENSITY,89.818254816
"Catahoula Parish, Louisiana",22025,DENSITY,13.409082383
"Claiborne Parish, Louisiana",22027,DENSITY,20.758316811
"Franklin Parish, Louisiana",22041,DENSITY,32.04486506
"Assumption Parish, Louisiana",22007,DENSITY,64.647079959
"Jackson Parish, Louisiana",22049,DENSITY,27.660580746
"Vermilion Parish, Louisiana",22113,DENSITY,50.724849878
"St. Charles Parish, Louisiana",22089,DENSITY,191.17851703
"Concordia Parish, Louisiana",22029,DENSITY,27.632032472
"LaSalle Parish, Louisiana",22059,DENSITY,23.839232775
"Oxford County, Maine",23017,DENSITY,27.913480483
"Waldo County, Maine",23027,DENSITY,54.406293707
"Penobscot County, Maine",23019,DENSITY,44.786332683
"Androscoggin County, Maine",23001,DENSITY,231.38475747
"Aroostook County, Maine",23003,DENSITY,10.051576727
"Cumberland County, Maine",23005,DENSITY,352.89761995
"Sagadahoc County, Maine",23023,DENSITY,141.18140766
"Cooper County, Missouri",29053,DENSITY,31.357063255
"Gentry County, Missouri",29075,DENSITY,13.371403179
"Mississippi County, Missouri",29133,DENSITY,32.022690754
"Ozark County, Missouri",29153,DENSITY,12.314564686
"Bollinger County, Missouri",29017,DENSITY,19.635728617
"Knox County, Missouri",29103,DENSITY,7.8550222824
"Montgomery County, Missouri",29139,DENSITY,21.588757537
"Stoddard County, Missouri",29207,DENSITY,35.257978342
"Audrain County, Missouri",29007,DENSITY,36.674883278
"Greene County, Missouri",29077,DENSITY,433.99134554
"St. Clair County, Missouri",29185,DENSITY,13.921868747
"Schuyler County, Missouri",29197,DENSITY,15.164085097
"Camden County, Missouri",29029,DENSITY,70.582263849
"Jefferson County, Missouri",29099,DENSITY,342.86704813
"Perquimans County, North Carolina",37143,DENSITY,54.468411395
"Rockingham County, North Carolina",37157,DENSITY,160.89779213
"Camden County, North Carolina",37029,DENSITY,45.217221115
"Gaston County, North Carolina",37071,DENSITY,631.14399141
"Moore County, North Carolina",37125,DENSITY,144.59422488
"Stanly County, North Carolina",37167,DENSITY,158.94886275
"Yancey County, North Carolina",37199,DENSITY,57.803747003
"Chatham County, North Carolina",37037,DENSITY,109.23828497
"Johnston County, North Carolina",37101,DENSITY,264.5772215
"Person County, North Carolina",37145,DENSITY,100.65405418
"Ashe County, North Carolina",37009,DENSITY,63.996291002
"Lenoir County, North Carolina",37107,DENSITY,140.19255974
"Onslow County, North Carolina",37133,DENSITY,259.73695195
"Rutherford County, North Carolina",37161,DENSITY,118.54362688
"Yadkin County, North Carolina",37197,DENSITY,112.4582325
"Burke County, North Carolina",37023,DENSITY,178.74051206
"Traill County, North Dakota",38097,DENSITY,9.3239016358
"Dickey County, North Dakota",38021,DENSITY,4.3058137771
"Ward County, North Dakota",38101,DENSITY,33.603256116
"Pembina County, North Dakota",38067,DENSITY,6.0794980653
"Hettinger County, North Dakota",38041,DENSITY,2.2071308895
"Cass County, North Dakota",38017,DENSITY,103.07635096
"Emmons County, North Dakota",38029,DENSITY,2.1463537588
"Richland County, North Dakota",38077,DENSITY,11.267876644
"Adams County, North Dakota",38001,DENSITY,2.2439446909
"Eddy County, North Dakota",38027,DENSITY,3.6287835623
"Mercer County, North Dakota",38057,DENSITY,7.8511219771
"Martin County, Florida",12085,DENSITY,296.0539284
"Union County, Florida",12125,DENSITY,62.56081663
"Levy County, Florida",12075,DENSITY,37.115151768
"Santa Rosa County, Florida",12113,DENSITY,182.05920707
"Broward County, Florida",12011,DENSITY,1623.499921
"Escambia County, Florida",12033,DENSITY,484.51894692
"Okaloosa County, Florida",12091,DENSITY,226.54514971
"Wakulla County, Florida",12129,DENSITY,55.636527316
"Miller County, Georgia",13201,DENSITY,20.246237336
"Oconee County, Georgia",13219,DENSITY,218.51540925
"Fannin County, Georgia",13111,DENSITY,67.650898703
"Laurens County, Georgia",13175,DENSITY,58.89289941
"Stephens County, Georgia",13257,DENSITY,144.71096476
"Upson County, Georgia",13293,DENSITY,81.368499194
"St. Landry Parish, Louisiana",22097,DENSITY,88.887185914
"St. Mary Parish, Louisiana",22101,DENSITY,88.821794421
"Union Parish, Louisiana",22111,DENSITY,25.210420188
"Caddo Parish, Louisiana",22017,DENSITY,273.24871047
"Lafayette Parish, Louisiana",22055,DENSITY,909.31982202
"Lincoln Parish, Louisiana",22061,DENSITY,99.0838206
"Webster Parish, Louisiana",22119,DENSITY,64.634343586
"Iberville Parish, Louisiana",22047,DENSITY,52.553244991
"Livingston Parish, Louisiana",22063,DENSITY,217.20879605
"Orleans Parish, Louisiana",22071,DENSITY,2302.6374138
"Pickens County, Alabama",01107,DENSITY,22.613154415
"Sumter County, Alabama",01119,DENSITY,13.749325385
"Jefferson County, Alabama",01073,DENSITY,592.55351575
"Choctaw County, Alabama",01023,DENSITY,13.781552293
"Franklin County, Alabama",01059,DENSITY,49.473233808
"Marengo County, Alabama",01091,DENSITY,19.309184104
"Russell County, Alabama",01113,DENSITY,90.398784224
"Cherokee County, Alabama",01019,DENSITY,47.325768735
"Covington County, Alabama",01039,DENSITY,35.950408623
"Crenshaw County, Alabama",01041,DENSITY,22.619139114
"Dallas County, Alabama",01047,DENSITY,38.004042961
"Lauderdale County, Alabama",01077,DENSITY,138.81313278
"Lowndes County, Alabama",01085,DENSITY,13.58548408
"Macon County, Alabama",01087,DENSITY,29.676718491
"Limestone County, Alabama",01083,DENSITY,176.64798277
"Shelby County, Alabama",01117,DENSITY,277.19182547
"St. Clair County, Alabama",01115,DENSITY,141.72690747
"Baldwin County, Alabama",01003,DENSITY,140.41440206
"Elmore County, Alabama",01051,DENSITY,131.3112898
"Houston County, Alabama",01069,DENSITY,182.60057248
"Talladega County, Alabama",01121,DENSITY,108.54834994
"Tuscaloosa County, Alabama",01125,DENSITY,158.49907988
"Clay County, Alabama",01027,DENSITY,21.913665329
"Coffee County, Alabama",01031,DENSITY,77.088467615
"Pike County, Alabama",01109,DENSITY,49.271815027
"Colbert County, Alabama",01033,DENSITY,93.1952259
"Coosa County, Alabama",01037,DENSITY,16.38166426
"Hale County, Alabama",01065,DENSITY,22.75047109
"Etowah County, Alabama",01055,DENSITY,191.12364467
"Escambia County, Alabama",01053,DENSITY,38.755951378
"Lamar County, Alabama",01075,DENSITY,22.823980559
"Butler County, Alabama",01013,DENSITY,25.034802814
"Perry County, Alabama",01105,DENSITY,12.39897807
"Walker County, Alabama",01127,DENSITY,80.30445929
"Conecuh County, Alabama",01035,DENSITY,14.193130658
"Greene County, Alabama",01063,DENSITY,12.535873955
"Bibb County, Alabama",01007,DENSITY,35.976529818
"Calhoun County, Alabama",01015,DENSITY,187.50731202
"Chambers County, Alabama",01017,DENSITY,55.74284076
"Fayette County, Alabama",01057,DENSITY,25.971679091
"Montgomery County, Alabama",01101,DENSITY,288.39277018
"Wells County, Indiana",18179,DENSITY,76.873101102
"Allen County, Indiana",18003,DENSITY,577.03834878
"Decatur County, Indiana",18031,DENSITY,71.286353726
"Delaware County, Indiana",18035,DENSITY,291.08588966
"Floyd County, Indiana",18043,DENSITY,530.67969719
"Jefferson County, Indiana",18077,DENSITY,89.585351019
"Marion County, Alabama",01093,DENSITY,40.020627603
"Jennings County, Indiana",18079,DENSITY,73.646318083
"Johnson County, Indiana",18081,DENSITY,493.58716198
"Miami County, Indiana",18103,DENSITY,95.002636908
"Morgan County, Indiana",18109,DENSITY,174.54683103
"Gibson County, Indiana",18051,DENSITY,69.055160301
"Newton County, Indiana",18111,DENSITY,34.807309838
"Orange County, Indiana",18117,DENSITY,49.31496019
"St. Joseph County, Indiana",18141,DENSITY,593.64377524
"Kosciusko County, Indiana",18085,DENSITY,149.51197031
"Marshall County, Indiana",18099,DENSITY,104.2739732
"Switzerland County, Indiana",18155,DENSITY,48.720392551
"Vanderburgh County, Indiana",18163,DENSITY,776.50862047
"Broomfield County, Colorado",08014,DENSITY,2135.0741839
"Kent County, Delaware",10001,DENSITY,308.47687444
"New Haven County, Connecticut",09009,DENSITY,1413.9582297
"Windham County, Connecticut",09015,DENSITY,227.67698741
"Crittenden County, Kentucky",21055,DENSITY,24.463610457
"Johnson County, Kentucky",21115,DENSITY,84.698486295
"Menifee County, Kentucky",21165,DENSITY,31.873634579
"Perry County, Kentucky",21193,DENSITY,75.825729411
"Clay County, Kentucky",21051,DENSITY,42.406022304
"Breathitt County, Kentucky",21025,DENSITY,25.649019893
"Graves County, Kentucky",21083,DENSITY,67.540731704
"Butler County, Kentucky",21031,DENSITY,30.225899168
"Harrison County, Kentucky",21097,DENSITY,61.635932237
"Lyon County, Kentucky",21143,DENSITY,38.392804494
"Wayne County, Kentucky",21231,DENSITY,44.377379779
"Trigg County, Kentucky",21221,DENSITY,33.180015672
"Leslie County, Kentucky",21131,DENSITY,24.639918954
"Knox County, Kentucky",21121,DENSITY,80.622996485
"Livingston County, Kentucky",21139,DENSITY,29.361760703
"Shelby County, Kentucky",21211,DENSITY,129.08719229
"Breckinridge County, Kentucky",21027,DENSITY,35.93680081
"Kenton County, Kentucky",21117,DENSITY,1041.8475561
"Madison County, Kentucky",21151,DENSITY,212.61316277
"Owsley County, Kentucky",21189,DENSITY,22.36465182
"Taylor County, Kentucky",21217,DENSITY,96.741848124
"Todd County, Kentucky",21219,DENSITY,32.827507186
"Clinton County, Kentucky",21053,DENSITY,51.802218299
"Richland Parish, Louisiana",22083,DENSITY,36.208352152
"Calcasieu Parish, Louisiana",22019,DENSITY,191.17170445
"Avoyelles Parish, Louisiana",22009,DENSITY,48.247980919
"Pointe Coupee Parish, Louisiana",22077,DENSITY,38.99722052
"Lafourche Parish, Louisiana",22057,DENSITY,91.368110492
"Tensas Parish, Louisiana",22107,DENSITY,7.1899664276
"Lincoln County, Maine",23015,DENSITY,75.973982205
"Piscataquis County, Maine",23021,DENSITY,4.2375349874
"Washington County, Maine",23029,DENSITY,12.244379978
"Knox County, Maine",23013,DENSITY,108.92385888
"Kennebec County, Maine",23011,DENSITY,140.98712851
"Hancock County, Maine",23009,DENSITY,34.645644241
"Baltimore city, Maryland",24510,DENSITY,7331.86199
"Harford County, Maryland",24025,DENSITY,584.36625333
"Prince George's County, Maryland",24033,DENSITY,1884.0230157
"Whitfield County, Georgia",13313,DENSITY,360.24224386
"Troup County, Georgia",13285,DENSITY,168.89065797
"Marion County, Georgia",13197,DENSITY,22.837741593
"Worth County, Georgia",13321,DENSITY,35.476726848
"Evans County, Georgia",13109,DENSITY,58.252119003
"Effingham County, Georgia",13103,DENSITY,134.28047126
"Emanuel County, Georgia",13107,DENSITY,33.27497148
"Chatham County, Georgia",13051,DENSITY,668.24945353
"Lanier County, Georgia",13173,DENSITY,53.033498688
"Mitchell County, Georgia",13205,DENSITY,42.687998082
"Twiggs County, Georgia",13289,DENSITY,22.602039493
"Talbot County, Georgia",13263,DENSITY,15.828711442
"Thomas County, Georgia",13275,DENSITY,81.61793304
"Montgomery County, Georgia",13209,DENSITY,38.035182446
"Randolph County, Georgia",13243,DENSITY,15.827719353
"Worcester County, Maryland",24047,DENSITY,111.60503213
"York County, Maine",23031,DENSITY,209.51068713
"Franklin County, Maine",23007,DENSITY,17.795475907
"Somerset County, Maine",23025,DENSITY,12.864516179
"Somerset County, Maryland",24039,DENSITY,80.112913384
"Talbot County, Maryland",24041,DENSITY,138.44689006
"Allegany County, Maryland",24001,DENSITY,166.78822935
"Howard County, Maryland",24027,DENSITY,1297.8389407
"Ransom County, North Dakota",38073,DENSITY,6.0500494685
"Sioux County, North Dakota",38085,DENSITY,3.8663624335
"Golden Valley County, North Dakota",38033,DENSITY,1.7594426897
"Towner County, North Dakota",38095,DENSITY,2.1357994531
"Divide County, North Dakota",38023,DENSITY,1.7955742141
"Sargent County, North Dakota",38081,DENSITY,4.5405655376
"Meigs County, Ohio",39105,DENSITY,53.259514452
"Champaign County, Ohio",39021,DENSITY,90.642221337
"Greene County, Ohio",39057,DENSITY,408.43064059
"Lawrence County, Ohio",39087,DENSITY,131.15757201
"Morgan County, Ohio",39115,DENSITY,34.839325289
"Wyandot County, Ohio",39175,DENSITY,53.509739625
"Erie County, Ohio",39043,DENSITY,295.43396577
"Beaver County, Oklahoma",40007,DENSITY,2.9264326952
"Hughes County, Oklahoma",40063,DENSITY,16.50620984
"Comanche County, Oklahoma",40031,DENSITY,112.91607784
"Adair County, Oklahoma",40001,DENSITY,38.675265348
"Stephens County, Oklahoma",40137,DENSITY,49.578461495
"Carter County, Oklahoma",40019,DENSITY,58.514844004
"Brunswick County, Virginia",51025,DENSITY,28.664847282
"Northampton County, Virginia",51131,DENSITY,55.309166175
"Rockbridge County, Virginia",51163,DENSITY,37.839714209
"Norton city, Virginia",51720,DENSITY,532.41154939
"Klickitat County, Washington",53039,DENSITY,11.981493479
"Grays Harbor County, Washington",53027,DENSITY,39.475394474
"Wahkiakum County, Washington",53069,DENSITY,17.069749783
"Grant County, Washington",53025,DENSITY,36.474335196
"Snohomish County, Washington",53061,DENSITY,393.99641884
"Summers County, West Virginia",54089,DENSITY,34.867616067
"Greenbrier County, West Virginia",54025,DENSITY,33.988583529
"Mineral County, West Virginia",54057,DENSITY,81.947764823
"Lewis County, West Virginia",54041,DENSITY,41.110906441
"Pocahontas County, West Virginia",54075,DENSITY,8.7711776211
"Randolph County, West Virginia",54083,DENSITY,27.599304137
"Wirt County, West Virginia",54105,DENSITY,25.035358909
"Clay County, West Virginia",54015,DENSITY,24.881649357
"Monongalia County, West Virginia",54061,DENSITY,293.29254704
"Wetzel County, West Virginia",54103,DENSITY,42.0731367
"Kanawha County, West Virginia",54039,DENSITY,197.5573514
"Preston County, West Virginia",54077,DENSITY,51.527891925
"Ritchie County, West Virginia",54085,DENSITY,21.137632721
"Lincoln County, West Virginia",54043,DENSITY,46.698195797
"Braxton County, West Virginia",54007,DENSITY,27.327303933
"Boone County, West Virginia",54005,DENSITY,42.782731993
"Wyoming County, West Virginia",54109,DENSITY,40.831293511
"Dunn County, Wisconsin",55033,DENSITY,53.3640464
"Grant County, Wisconsin",55043,DENSITY,44.85129779
"Sheboygan County, Wisconsin",55117,DENSITY,225.48135799
"Menominee County, Wisconsin",55078,DENSITY,12.739971429
"Buffalo County, Wisconsin",55011,DENSITY,19.282602889
"La Crosse County, Wisconsin",55063,DENSITY,261.23077678
"Marathon County, Wisconsin",55073,DENSITY,87.816412897
"Trempealeau County, Wisconsin",55121,DENSITY,40.448593978
"Dodge County, Wisconsin",55027,DENSITY,100.30751685
"Vilas County, Wisconsin",55125,DENSITY,25.877126818
"Manitowoc County, Wisconsin",55071,DENSITY,134.02408587
"Burnett County, Wisconsin",55013,DENSITY,18.761847345
"Door County, Wisconsin",55029,DENSITY,57.40694055
"Benewah County, Idaho",16009,DENSITY,11.96759507
"Bonner County, Idaho",16017,DENSITY,26.389392882
"Clark County, Idaho",16033,DENSITY,0.4792572274
"Custer County, Idaho",16037,DENSITY,0.8766446642
"Elmore County, Idaho",16039,DENSITY,8.9464372041
"Fremont County, Idaho",16043,DENSITY,7.0275126439
"Madison County, Idaho",16065,DENSITY,85.041109855
"Shoshone County, Idaho",16079,DENSITY,4.8843098868
"Idaho County, Idaho",16049,DENSITY,1.9660280113
"Teton County, Idaho",16081,DENSITY,27.036844278
"Power County, Idaho",16077,DENSITY,5.4714759693
"Washington County, Idaho",16087,DENSITY,7.0165419169
"Hancock County, Illinois",17067,DENSITY,22.309337817
"Madison County, Illinois",17119,DENSITY,367.52447012
"Grundy County, Illinois",17063,DENSITY,122.10203892
"Kankakee County, Illinois",17091,DENSITY,162.39877206
"Mercer County, Illinois",17131,DENSITY,27.505176669
"DuPage County, Illinois",17043,DENSITY,2815.8528427
"Sangamon County, Illinois",17167,DENSITY,224.20718355
"Alexander County, Illinois",17003,DENSITY,24.473855357
"Randolph County, Illinois",17157,DENSITY,55.237769219
"Cook County, Illinois",17031,DENSITY,5450.3843595
"Ogle County, Illinois",17141,DENSITY,66.753786025
"Morgan County, Illinois",17137,DENSITY,59.157679676
"Stephenson County, Illinois",17177,DENSITY,78.862673903
